Epoch #,Start Time,End Time,Score #, Score
2467,01/02/2019 15:51:00,01/02/2019 15:51:10,2,Non REM
2468,01/02/2019 15:51:10,01/02/2019 15:51:20,2,Non REM
2469,01/02/2019 15:51:20,01/02/2019 15:51:30,2,Non REM
2470,01/02/2019 15:51:30,01/02/2019 15:51:40,2,Non REM
2471,01/02/2019 15:51:40,01/02/2019 15:51:50,2,Non REM
2472,01/02/2019 15:51:50,01/02/2019 15:52:00,2,Non REM
2473,01/02/2019 15:52:00,01/02/2019 15:52:10,2,Non REM
2474,01/02/2019 15:52:10,01/02/2019 15:52:20,2,Non REM
2475,01/02/2019 15:52:20,01/02/2019 15:52:30,2,Non REM
2476,01/02/2019 15:52:30,01/02/2019 15:52:40,2,Non REM
2477,01/02/2019 15:52:40,01/02/2019 15:52:50,2,Non REM
2478,01/02/2019 15:52:50,01/02/2019 15:53:00,2,Non REM
2479,01/02/2019 15:53:00,01/02/2019 15:53:10,2,Non REM
2480,01/02/2019 15:53:10,01/02/2019 15:53:20,2,Non REM
2481,01/02/2019 15:53:20,01/02/2019 15:53:30,2,Non REM
2482,01/02/2019 15:53:30,01/02/2019 15:53:40,2,Non REM
2483,01/02/2019 15:53:40,01/02/2019 15:53:50,2,Non REM
2484,01/02/2019 15:53:50,01/02/2019 15:54:00,2,Non REM
2485,01/02/2019 15:54:00,01/02/2019 15:54:10,2,Non REM
2486,01/02/2019 15:54:10,01/02/2019 15:54:20,2,Non REM
2487,01/02/2019 15:54:20,01/02/2019 15:54:30,2,Non REM
2488,01/02/2019 15:54:30,01/02/2019 15:54:40,2,Non REM
2489,01/02/2019 15:54:40,01/02/2019 15:54:50,2,Non REM
2490,01/02/2019 15:54:50,01/02/2019 15:55:00,2,Non REM
2491,01/02/2019 15:55:00,01/02/2019 15:55:10,2,Non REM
2492,01/02/2019 15:55:10,01/02/2019 15:55:20,2,Non REM
2493,01/02/2019 15:55:20,01/02/2019 15:55:30,2,Non REM
2494,01/02/2019 15:55:30,01/02/2019 15:55:40,2,Non REM
2495,01/02/2019 15:55:40,01/02/2019 15:55:50,2,Non REM
2496,01/02/2019 15:55:50,01/02/2019 15:56:00,2,Non REM
2497,01/02/2019 15:56:00,01/02/2019 15:56:10,2,Non REM
2498,01/02/2019 15:56:10,01/02/2019 15:56:20,2,Non REM
2499,01/02/2019 15:56:20,01/02/2019 15:56:30,2,Non REM
2500,01/02/2019 15:56:30,01/02/2019 15:56:40,2,Non REM
2501,01/02/2019 15:56:40,01/02/2019 15:56:50,2,Non REM
2502,01/02/2019 15:56:50,01/02/2019 15:57:00,2,Non REM
2503,01/02/2019 15:57:00,01/02/2019 15:57:10,2,Non REM
2504,01/02/2019 15:57:10,01/02/2019 15:57:20,2,Non REM
2505,01/02/2019 15:57:20,01/02/2019 15:57:30,2,Non REM
2506,01/02/2019 15:57:30,01/02/2019 15:57:40,2,Non REM
2507,01/02/2019 15:57:40,01/02/2019 15:57:50,2,Non REM
2508,01/02/2019 15:57:50,01/02/2019 15:58:00,2,Non REM
2509,01/02/2019 15:58:00,01/02/2019 15:58:10,2,Non REM
2510,01/02/2019 15:58:10,01/02/2019 15:58:20,2,Non REM
2511,01/02/2019 15:58:20,01/02/2019 15:58:30,2,Non REM
2512,01/02/2019 15:58:30,01/02/2019 15:58:40,2,Non REM
2513,01/02/2019 15:58:40,01/02/2019 15:58:50,2,Non REM
2514,01/02/2019 15:58:50,01/02/2019 15:59:00,2,Non REM
2515,01/02/2019 15:59:00,01/02/2019 15:59:10,2,Non REM
2516,01/02/2019 15:59:10,01/02/2019 15:59:20,2,Non REM
2517,01/02/2019 15:59:20,01/02/2019 15:59:30,2,Non REM
2518,01/02/2019 15:59:30,01/02/2019 15:59:40,2,Non REM
2519,01/02/2019 15:59:40,01/02/2019 15:59:50,2,Non REM
2520,01/02/2019 15:59:50,01/02/2019 16:00:00,2,Non REM
2521,01/02/2019 16:00:00,01/02/2019 16:00:10,2,Non REM
2522,01/02/2019 16:00:10,01/02/2019 16:00:20,2,Non REM
2523,01/02/2019 16:00:20,01/02/2019 16:00:30,2,Non REM
2524,01/02/2019 16:00:30,01/02/2019 16:00:40,2,Non REM
2525,01/02/2019 16:00:40,01/02/2019 16:00:50,2,Non REM
2526,01/02/2019 16:00:50,01/02/2019 16:01:00,2,Non REM
2527,01/02/2019 16:01:00,01/02/2019 16:01:10,2,Non REM
2528,01/02/2019 16:01:10,01/02/2019 16:01:20,2,Non REM
2529,01/02/2019 16:01:20,01/02/2019 16:01:30,2,Non REM
2530,01/02/2019 16:01:30,01/02/2019 16:01:40,2,Non REM
2531,01/02/2019 16:01:40,01/02/2019 16:01:50,2,Non REM
2532,01/02/2019 16:01:50,01/02/2019 16:02:00,2,Non REM
2533,01/02/2019 16:02:00,01/02/2019 16:02:10,2,Non REM
2534,01/02/2019 16:02:10,01/02/2019 16:02:20,2,Non REM
2535,01/02/2019 16:02:20,01/02/2019 16:02:30,2,Non REM
2536,01/02/2019 16:02:30,01/02/2019 16:02:40,2,Non REM
2537,01/02/2019 16:02:40,01/02/2019 16:02:50,2,Non REM
2538,01/02/2019 16:02:50,01/02/2019 16:03:00,2,Non REM
2539,01/02/2019 16:03:00,01/02/2019 16:03:10,2,Non REM
2540,01/02/2019 16:03:10,01/02/2019 16:03:20,2,Non REM
2541,01/02/2019 16:03:20,01/02/2019 16:03:30,2,Non REM
2542,01/02/2019 16:03:30,01/02/2019 16:03:40,2,Non REM
2543,01/02/2019 16:03:40,01/02/2019 16:03:50,2,Non REM
2544,01/02/2019 16:03:50,01/02/2019 16:04:00,2,Non REM
2545,01/02/2019 16:04:00,01/02/2019 16:04:10,2,Non REM
2546,01/02/2019 16:04:10,01/02/2019 16:04:20,2,Non REM
2547,01/02/2019 16:04:20,01/02/2019 16:04:30,3,REM
2548,01/02/2019 16:04:30,01/02/2019 16:04:40,3,REM
2549,01/02/2019 16:04:40,01/02/2019 16:04:50,3,REM
2550,01/02/2019 16:04:50,01/02/2019 16:05:00,2,Non REM
2551,01/02/2019 16:05:00,01/02/2019 16:05:10,2,Non REM
2552,01/02/2019 16:05:10,01/02/2019 16:05:20,2,Non REM
2553,01/02/2019 16:05:20,01/02/2019 16:05:30,2,Non REM
2554,01/02/2019 16:05:30,01/02/2019 16:05:40,2,Non REM
2555,01/02/2019 16:05:40,01/02/2019 16:05:50,2,Non REM
2556,01/02/2019 16:05:50,01/02/2019 16:06:00,2,Non REM
2557,01/02/2019 16:06:00,01/02/2019 16:06:10,2,Non REM
2558,01/02/2019 16:06:10,01/02/2019 16:06:20,2,Non REM
2559,01/02/2019 16:06:20,01/02/2019 16:06:30,2,Non REM
2560,01/02/2019 16:06:30,01/02/2019 16:06:40,2,Non REM
2561,01/02/2019 16:06:40,01/02/2019 16:06:50,2,Non REM
2562,01/02/2019 16:06:50,01/02/2019 16:07:00,2,Non REM
2563,01/02/2019 16:07:00,01/02/2019 16:07:10,2,Non REM
2564,01/02/2019 16:07:10,01/02/2019 16:07:20,2,Non REM
2565,01/02/2019 16:07:20,01/02/2019 16:07:30,2,Non REM
2566,01/02/2019 16:07:30,01/02/2019 16:07:40,2,Non REM
2567,01/02/2019 16:07:40,01/02/2019 16:07:50,2,Non REM
2568,01/02/2019 16:07:50,01/02/2019 16:08:00,2,Non REM
2569,01/02/2019 16:08:00,01/02/2019 16:08:10,2,Non REM
2570,01/02/2019 16:08:10,01/02/2019 16:08:20,2,Non REM
2571,01/02/2019 16:08:20,01/02/2019 16:08:30,2,Non REM
2572,01/02/2019 16:08:30,01/02/2019 16:08:40,2,Non REM
2573,01/02/2019 16:08:40,01/02/2019 16:08:50,2,Non REM
2574,01/02/2019 16:08:50,01/02/2019 16:09:00,2,Non REM
2575,01/02/2019 16:09:00,01/02/2019 16:09:10,2,Non REM
2576,01/02/2019 16:09:10,01/02/2019 16:09:20,2,Non REM
2577,01/02/2019 16:09:20,01/02/2019 16:09:30,2,Non REM
2578,01/02/2019 16:09:30,01/02/2019 16:09:40,2,Non REM
2579,01/02/2019 16:09:40,01/02/2019 16:09:50,2,Non REM
2580,01/02/2019 16:09:50,01/02/2019 16:10:00,2,Non REM
2581,01/02/2019 16:10:00,01/02/2019 16:10:10,2,Non REM
2582,01/02/2019 16:10:10,01/02/2019 16:10:20,2,Non REM
2583,01/02/2019 16:10:20,01/02/2019 16:10:30,2,Non REM
2584,01/02/2019 16:10:30,01/02/2019 16:10:40,2,Non REM
2585,01/02/2019 16:10:40,01/02/2019 16:10:50,2,Non REM
2586,01/02/2019 16:10:50,01/02/2019 16:11:00,2,Non REM
2587,01/02/2019 16:11:00,01/02/2019 16:11:10,2,Non REM
2588,01/02/2019 16:11:10,01/02/2019 16:11:20,2,Non REM
2589,01/02/2019 16:11:20,01/02/2019 16:11:30,2,Non REM
2590,01/02/2019 16:11:30,01/02/2019 16:11:40,2,Non REM
2591,01/02/2019 16:11:40,01/02/2019 16:11:50,2,Non REM
2592,01/02/2019 16:11:50,01/02/2019 16:12:00,2,Non REM
2593,01/02/2019 16:12:00,01/02/2019 16:12:10,2,Non REM
2594,01/02/2019 16:12:10,01/02/2019 16:12:20,2,Non REM
2595,01/02/2019 16:12:20,01/02/2019 16:12:30,2,Non REM
2596,01/02/2019 16:12:30,01/02/2019 16:12:40,2,Non REM
2597,01/02/2019 16:12:40,01/02/2019 16:12:50,2,Non REM
2598,01/02/2019 16:12:50,01/02/2019 16:13:00,2,Non REM
2599,01/02/2019 16:13:00,01/02/2019 16:13:10,2,Non REM
2600,01/02/2019 16:13:10,01/02/2019 16:13:20,2,Non REM
2601,01/02/2019 16:13:20,01/02/2019 16:13:30,2,Non REM
2602,01/02/2019 16:13:30,01/02/2019 16:13:40,2,Non REM
2603,01/02/2019 16:13:40,01/02/2019 16:13:50,2,Non REM
2604,01/02/2019 16:13:50,01/02/2019 16:14:00,2,Non REM
2605,01/02/2019 16:14:00,01/02/2019 16:14:10,2,Non REM
2606,01/02/2019 16:14:10,01/02/2019 16:14:20,2,Non REM
2607,01/02/2019 16:14:20,01/02/2019 16:14:30,2,Non REM
2608,01/02/2019 16:14:30,01/02/2019 16:14:40,2,Non REM
2609,01/02/2019 16:14:40,01/02/2019 16:14:50,2,Non REM
2610,01/02/2019 16:14:50,01/02/2019 16:15:00,2,Non REM
2611,01/02/2019 16:15:00,01/02/2019 16:15:10,2,Non REM
2612,01/02/2019 16:15:10,01/02/2019 16:15:20,2,Non REM
2613,01/02/2019 16:15:20,01/02/2019 16:15:30,2,Non REM
2614,01/02/2019 16:15:30,01/02/2019 16:15:40,2,Non REM
2615,01/02/2019 16:15:40,01/02/2019 16:15:50,2,Non REM
2616,01/02/2019 16:15:50,01/02/2019 16:16:00,2,Non REM
2617,01/02/2019 16:16:00,01/02/2019 16:16:10,2,Non REM
2618,01/02/2019 16:16:10,01/02/2019 16:16:20,2,Non REM
2619,01/02/2019 16:16:20,01/02/2019 16:16:30,2,Non REM
2620,01/02/2019 16:16:30,01/02/2019 16:16:40,2,Non REM
2621,01/02/2019 16:16:40,01/02/2019 16:16:50,2,Non REM
2622,01/02/2019 16:16:50,01/02/2019 16:17:00,2,Non REM
2623,01/02/2019 16:17:00,01/02/2019 16:17:10,2,Non REM
2624,01/02/2019 16:17:10,01/02/2019 16:17:20,2,Non REM
2625,01/02/2019 16:17:20,01/02/2019 16:17:30,2,Non REM
2626,01/02/2019 16:17:30,01/02/2019 16:17:40,2,Non REM
2627,01/02/2019 16:17:40,01/02/2019 16:17:50,2,Non REM
2628,01/02/2019 16:17:50,01/02/2019 16:18:00,2,Non REM
2629,01/02/2019 16:18:00,01/02/2019 16:18:10,2,Non REM
2630,01/02/2019 16:18:10,01/02/2019 16:18:20,2,Non REM
2631,01/02/2019 16:18:20,01/02/2019 16:18:30,2,Non REM
2632,01/02/2019 16:18:30,01/02/2019 16:18:40,2,Non REM
2633,01/02/2019 16:18:40,01/02/2019 16:18:50,2,Non REM
2634,01/02/2019 16:18:50,01/02/2019 16:19:00,2,Non REM
2635,01/02/2019 16:19:00,01/02/2019 16:19:10,2,Non REM
2636,01/02/2019 16:19:10,01/02/2019 16:19:20,2,Non REM
2637,01/02/2019 16:19:20,01/02/2019 16:19:30,2,Non REM
2638,01/02/2019 16:19:30,01/02/2019 16:19:40,2,Non REM
2639,01/02/2019 16:19:40,01/02/2019 16:19:50,2,Non REM
2640,01/02/2019 16:19:50,01/02/2019 16:20:00,2,Non REM
2641,01/02/2019 16:20:00,01/02/2019 16:20:10,2,Non REM
2642,01/02/2019 16:20:10,01/02/2019 16:20:20,2,Non REM
2643,01/02/2019 16:20:20,01/02/2019 16:20:30,2,Non REM
2644,01/02/2019 16:20:30,01/02/2019 16:20:40,2,Non REM
2645,01/02/2019 16:20:40,01/02/2019 16:20:50,2,Non REM
2646,01/02/2019 16:20:50,01/02/2019 16:21:00,2,Non REM
2647,01/02/2019 16:21:00,01/02/2019 16:21:10,2,Non REM
2648,01/02/2019 16:21:10,01/02/2019 16:21:20,2,Non REM
2649,01/02/2019 16:21:20,01/02/2019 16:21:30,2,Non REM
2650,01/02/2019 16:21:30,01/02/2019 16:21:40,2,Non REM
2651,01/02/2019 16:21:40,01/02/2019 16:21:50,2,Non REM
2652,01/02/2019 16:21:50,01/02/2019 16:22:00,2,Non REM
2653,01/02/2019 16:22:00,01/02/2019 16:22:10,2,Non REM
2654,01/02/2019 16:22:10,01/02/2019 16:22:20,2,Non REM
2655,01/02/2019 16:22:20,01/02/2019 16:22:30,2,Non REM
2656,01/02/2019 16:22:30,01/02/2019 16:22:40,2,Non REM
2657,01/02/2019 16:22:40,01/02/2019 16:22:50,2,Non REM
2658,01/02/2019 16:22:50,01/02/2019 16:23:00,2,Non REM
2659,01/02/2019 16:23:00,01/02/2019 16:23:10,2,Non REM
2660,01/02/2019 16:23:10,01/02/2019 16:23:20,2,Non REM
2661,01/02/2019 16:23:20,01/02/2019 16:23:30,2,Non REM
2662,01/02/2019 16:23:30,01/02/2019 16:23:40,2,Non REM
2663,01/02/2019 16:23:40,01/02/2019 16:23:50,2,Non REM
2664,01/02/2019 16:23:50,01/02/2019 16:24:00,2,Non REM
2665,01/02/2019 16:24:00,01/02/2019 16:24:10,2,Non REM
2666,01/02/2019 16:24:10,01/02/2019 16:24:20,2,Non REM
2667,01/02/2019 16:24:20,01/02/2019 16:24:30,2,Non REM
2668,01/02/2019 16:24:30,01/02/2019 16:24:40,2,Non REM
2669,01/02/2019 16:24:40,01/02/2019 16:24:50,2,Non REM
2670,01/02/2019 16:24:50,01/02/2019 16:25:00,2,Non REM
2671,01/02/2019 16:25:00,01/02/2019 16:25:10,2,Non REM
2672,01/02/2019 16:25:10,01/02/2019 16:25:20,2,Non REM
2673,01/02/2019 16:25:20,01/02/2019 16:25:30,2,Non REM
2674,01/02/2019 16:25:30,01/02/2019 16:25:40,2,Non REM
2675,01/02/2019 16:25:40,01/02/2019 16:25:50,2,Non REM
2676,01/02/2019 16:25:50,01/02/2019 16:26:00,2,Non REM
2677,01/02/2019 16:26:00,01/02/2019 16:26:10,2,Non REM
2678,01/02/2019 16:26:10,01/02/2019 16:26:20,2,Non REM
2679,01/02/2019 16:26:20,01/02/2019 16:26:30,2,Non REM
2680,01/02/2019 16:26:30,01/02/2019 16:26:40,2,Non REM
2681,01/02/2019 16:26:40,01/02/2019 16:26:50,2,Non REM
2682,01/02/2019 16:26:50,01/02/2019 16:27:00,2,Non REM
2683,01/02/2019 16:27:00,01/02/2019 16:27:10,2,Non REM
2684,01/02/2019 16:27:10,01/02/2019 16:27:20,2,Non REM
2685,01/02/2019 16:27:20,01/02/2019 16:27:30,2,Non REM
2686,01/02/2019 16:27:30,01/02/2019 16:27:40,2,Non REM
2687,01/02/2019 16:27:40,01/02/2019 16:27:50,2,Non REM
2688,01/02/2019 16:27:50,01/02/2019 16:28:00,2,Non REM
2689,01/02/2019 16:28:00,01/02/2019 16:28:10,2,Non REM
2690,01/02/2019 16:28:10,01/02/2019 16:28:20,2,Non REM
2691,01/02/2019 16:28:20,01/02/2019 16:28:30,2,Non REM
2692,01/02/2019 16:28:30,01/02/2019 16:28:40,2,Non REM
2693,01/02/2019 16:28:40,01/02/2019 16:28:50,2,Non REM
2694,01/02/2019 16:28:50,01/02/2019 16:29:00,3,REM
2695,01/02/2019 16:29:00,01/02/2019 16:29:10,3,REM
2696,01/02/2019 16:29:10,01/02/2019 16:29:20,3,REM
2697,01/02/2019 16:29:20,01/02/2019 16:29:30,3,REM
2698,01/02/2019 16:29:30,01/02/2019 16:29:40,2,Non REM
2699,01/02/2019 16:29:40,01/02/2019 16:29:50,255,Unscored
2700,01/02/2019 16:29:50,01/02/2019 16:30:00,255,Unscored
2701,01/02/2019 16:30:00,01/02/2019 16:30:10,2,Non REM
2702,01/02/2019 16:30:10,01/02/2019 16:30:20,2,Non REM
2703,01/02/2019 16:30:20,01/02/2019 16:30:30,2,Non REM
2704,01/02/2019 16:30:30,01/02/2019 16:30:40,2,Non REM
2705,01/02/2019 16:30:40,01/02/2019 16:30:50,2,Non REM
2706,01/02/2019 16:30:50,01/02/2019 16:31:00,2,Non REM
2707,01/02/2019 16:31:00,01/02/2019 16:31:10,2,Non REM
2708,01/02/2019 16:31:10,01/02/2019 16:31:20,2,Non REM
2709,01/02/2019 16:31:20,01/02/2019 16:31:30,2,Non REM
2710,01/02/2019 16:31:30,01/02/2019 16:31:40,2,Non REM
2711,01/02/2019 16:31:40,01/02/2019 16:31:50,2,Non REM
2712,01/02/2019 16:31:50,01/02/2019 16:32:00,2,Non REM
2713,01/02/2019 16:32:00,01/02/2019 16:32:10,2,Non REM
2714,01/02/2019 16:32:10,01/02/2019 16:32:20,2,Non REM
2715,01/02/2019 16:32:20,01/02/2019 16:32:30,2,Non REM
2716,01/02/2019 16:32:30,01/02/2019 16:32:40,2,Non REM
2717,01/02/2019 16:32:40,01/02/2019 16:32:50,2,Non REM
2718,01/02/2019 16:32:50,01/02/2019 16:33:00,2,Non REM
2719,01/02/2019 16:33:00,01/02/2019 16:33:10,2,Non REM
2720,01/02/2019 16:33:10,01/02/2019 16:33:20,2,Non REM
2721,01/02/2019 16:33:20,01/02/2019 16:33:30,2,Non REM
2722,01/02/2019 16:33:30,01/02/2019 16:33:40,2,Non REM
2723,01/02/2019 16:33:40,01/02/2019 16:33:50,2,Non REM
2724,01/02/2019 16:33:50,01/02/2019 16:34:00,2,Non REM
2725,01/02/2019 16:34:00,01/02/2019 16:34:10,2,Non REM
2726,01/02/2019 16:34:10,01/02/2019 16:34:20,2,Non REM
2727,01/02/2019 16:34:20,01/02/2019 16:34:30,2,Non REM
2728,01/02/2019 16:34:30,01/02/2019 16:34:40,2,Non REM
2729,01/02/2019 16:34:40,01/02/2019 16:34:50,2,Non REM
2730,01/02/2019 16:34:50,01/02/2019 16:35:00,2,Non REM
2731,01/02/2019 16:35:00,01/02/2019 16:35:10,2,Non REM
2732,01/02/2019 16:35:10,01/02/2019 16:35:20,2,Non REM
2733,01/02/2019 16:35:20,01/02/2019 16:35:30,2,Non REM
2734,01/02/2019 16:35:30,01/02/2019 16:35:40,2,Non REM
2735,01/02/2019 16:35:40,01/02/2019 16:35:50,2,Non REM
2736,01/02/2019 16:35:50,01/02/2019 16:36:00,2,Non REM
2737,01/02/2019 16:36:00,01/02/2019 16:36:10,2,Non REM
2738,01/02/2019 16:36:10,01/02/2019 16:36:20,2,Non REM
2739,01/02/2019 16:36:20,01/02/2019 16:36:30,2,Non REM
2740,01/02/2019 16:36:30,01/02/2019 16:36:40,2,Non REM
2741,01/02/2019 16:36:40,01/02/2019 16:36:50,2,Non REM
2742,01/02/2019 16:36:50,01/02/2019 16:37:00,2,Non REM
2743,01/02/2019 16:37:00,01/02/2019 16:37:10,2,Non REM
2744,01/02/2019 16:37:10,01/02/2019 16:37:20,2,Non REM
2745,01/02/2019 16:37:20,01/02/2019 16:37:30,2,Non REM
2746,01/02/2019 16:37:30,01/02/2019 16:37:40,2,Non REM
2747,01/02/2019 16:37:40,01/02/2019 16:37:50,2,Non REM
2748,01/02/2019 16:37:50,01/02/2019 16:38:00,2,Non REM
2749,01/02/2019 16:38:00,01/02/2019 16:38:10,2,Non REM
2750,01/02/2019 16:38:10,01/02/2019 16:38:20,2,Non REM
2751,01/02/2019 16:38:20,01/02/2019 16:38:30,2,Non REM
2752,01/02/2019 16:38:30,01/02/2019 16:38:40,2,Non REM
2753,01/02/2019 16:38:40,01/02/2019 16:38:50,2,Non REM
2754,01/02/2019 16:38:50,01/02/2019 16:39:00,2,Non REM
2755,01/02/2019 16:39:00,01/02/2019 16:39:10,2,Non REM
2756,01/02/2019 16:39:10,01/02/2019 16:39:20,2,Non REM
2757,01/02/2019 16:39:20,01/02/2019 16:39:30,2,Non REM
2758,01/02/2019 16:39:30,01/02/2019 16:39:40,2,Non REM
2759,01/02/2019 16:39:40,01/02/2019 16:39:50,2,Non REM
2760,01/02/2019 16:39:50,01/02/2019 16:40:00,2,Non REM
2761,01/02/2019 16:40:00,01/02/2019 16:40:10,2,Non REM
2762,01/02/2019 16:40:10,01/02/2019 16:40:20,2,Non REM
2763,01/02/2019 16:40:20,01/02/2019 16:40:30,2,Non REM
2764,01/02/2019 16:40:30,01/02/2019 16:40:40,2,Non REM
2765,01/02/2019 16:40:40,01/02/2019 16:40:50,2,Non REM
2766,01/02/2019 16:40:50,01/02/2019 16:41:00,2,Non REM
2767,01/02/2019 16:41:00,01/02/2019 16:41:10,2,Non REM
2768,01/02/2019 16:41:10,01/02/2019 16:41:20,2,Non REM
2769,01/02/2019 16:41:20,01/02/2019 16:41:30,2,Non REM
2770,01/02/2019 16:41:30,01/02/2019 16:41:40,2,Non REM
2771,01/02/2019 16:41:40,01/02/2019 16:41:50,2,Non REM
2772,01/02/2019 16:41:50,01/02/2019 16:42:00,2,Non REM
2773,01/02/2019 16:42:00,01/02/2019 16:42:10,2,Non REM
2774,01/02/2019 16:42:10,01/02/2019 16:42:20,2,Non REM
2775,01/02/2019 16:42:20,01/02/2019 16:42:30,2,Non REM
2776,01/02/2019 16:42:30,01/02/2019 16:42:40,2,Non REM
2777,01/02/2019 16:42:40,01/02/2019 16:42:50,2,Non REM
2778,01/02/2019 16:42:50,01/02/2019 16:43:00,2,Non REM
2779,01/02/2019 16:43:00,01/02/2019 16:43:10,2,Non REM
2780,01/02/2019 16:43:10,01/02/2019 16:43:20,2,Non REM
2781,01/02/2019 16:43:20,01/02/2019 16:43:30,2,Non REM
2782,01/02/2019 16:43:30,01/02/2019 16:43:40,2,Non REM
2783,01/02/2019 16:43:40,01/02/2019 16:43:50,2,Non REM
2784,01/02/2019 16:43:50,01/02/2019 16:44:00,2,Non REM
2785,01/02/2019 16:44:00,01/02/2019 16:44:10,2,Non REM
2786,01/02/2019 16:44:10,01/02/2019 16:44:20,2,Non REM
2787,01/02/2019 16:44:20,01/02/2019 16:44:30,2,Non REM
2788,01/02/2019 16:44:30,01/02/2019 16:44:40,2,Non REM
2789,01/02/2019 16:44:40,01/02/2019 16:44:50,2,Non REM
2790,01/02/2019 16:44:50,01/02/2019 16:45:00,2,Non REM
2791,01/02/2019 16:45:00,01/02/2019 16:45:10,2,Non REM
2792,01/02/2019 16:45:10,01/02/2019 16:45:20,2,Non REM
2793,01/02/2019 16:45:20,01/02/2019 16:45:30,2,Non REM
2794,01/02/2019 16:45:30,01/02/2019 16:45:40,2,Non REM
2795,01/02/2019 16:45:40,01/02/2019 16:45:50,2,Non REM
2796,01/02/2019 16:45:50,01/02/2019 16:46:00,2,Non REM
2797,01/02/2019 16:46:00,01/02/2019 16:46:10,2,Non REM
2798,01/02/2019 16:46:10,01/02/2019 16:46:20,2,Non REM
2799,01/02/2019 16:46:20,01/02/2019 16:46:30,2,Non REM
2800,01/02/2019 16:46:30,01/02/2019 16:46:40,2,Non REM
2801,01/02/2019 16:46:40,01/02/2019 16:46:50,2,Non REM
2802,01/02/2019 16:46:50,01/02/2019 16:47:00,2,Non REM
2803,01/02/2019 16:47:00,01/02/2019 16:47:10,2,Non REM
2804,01/02/2019 16:47:10,01/02/2019 16:47:20,2,Non REM
2805,01/02/2019 16:47:20,01/02/2019 16:47:30,2,Non REM
2806,01/02/2019 16:47:30,01/02/2019 16:47:40,2,Non REM
2807,01/02/2019 16:47:40,01/02/2019 16:47:50,255,Unscored
2808,01/02/2019 16:47:50,01/02/2019 16:48:00,1,Wake
2809,01/02/2019 16:48:00,01/02/2019 16:48:10,1,Wake
2810,01/02/2019 16:48:10,01/02/2019 16:48:20,1,Wake
2811,01/02/2019 16:48:20,01/02/2019 16:48:30,1,Wake
2812,01/02/2019 16:48:30,01/02/2019 16:48:40,2,Non REM
2813,01/02/2019 16:48:40,01/02/2019 16:48:50,2,Non REM
2814,01/02/2019 16:48:50,01/02/2019 16:49:00,2,Non REM
2815,01/02/2019 16:49:00,01/02/2019 16:49:10,2,Non REM
2816,01/02/2019 16:49:10,01/02/2019 16:49:20,2,Non REM
2817,01/02/2019 16:49:20,01/02/2019 16:49:30,2,Non REM
2818,01/02/2019 16:49:30,01/02/2019 16:49:40,2,Non REM
2819,01/02/2019 16:49:40,01/02/2019 16:49:50,2,Non REM
2820,01/02/2019 16:49:50,01/02/2019 16:50:00,2,Non REM
2821,01/02/2019 16:50:00,01/02/2019 16:50:10,2,Non REM
2822,01/02/2019 16:50:10,01/02/2019 16:50:20,2,Non REM
2823,01/02/2019 16:50:20,01/02/2019 16:50:30,2,Non REM
2824,01/02/2019 16:50:30,01/02/2019 16:50:40,2,Non REM
2825,01/02/2019 16:50:40,01/02/2019 16:50:50,2,Non REM
2826,01/02/2019 16:50:50,01/02/2019 16:51:00,2,Non REM
2827,01/02/2019 16:51:00,01/02/2019 16:51:10,2,Non REM
2828,01/02/2019 16:51:10,01/02/2019 16:51:20,2,Non REM
2829,01/02/2019 16:51:20,01/02/2019 16:51:30,2,Non REM
2830,01/02/2019 16:51:30,01/02/2019 16:51:40,2,Non REM
2831,01/02/2019 16:51:40,01/02/2019 16:51:50,2,Non REM
2832,01/02/2019 16:51:50,01/02/2019 16:52:00,2,Non REM
2833,01/02/2019 16:52:00,01/02/2019 16:52:10,2,Non REM
2834,01/02/2019 16:52:10,01/02/2019 16:52:20,2,Non REM
2835,01/02/2019 16:52:20,01/02/2019 16:52:30,2,Non REM
2836,01/02/2019 16:52:30,01/02/2019 16:52:40,2,Non REM
2837,01/02/2019 16:52:40,01/02/2019 16:52:50,2,Non REM
2838,01/02/2019 16:52:50,01/02/2019 16:53:00,2,Non REM
2839,01/02/2019 16:53:00,01/02/2019 16:53:10,2,Non REM
2840,01/02/2019 16:53:10,01/02/2019 16:53:20,2,Non REM
2841,01/02/2019 16:53:20,01/02/2019 16:53:30,2,Non REM
2842,01/02/2019 16:53:30,01/02/2019 16:53:40,2,Non REM
2843,01/02/2019 16:53:40,01/02/2019 16:53:50,3,REM
2844,01/02/2019 16:53:50,01/02/2019 16:54:00,255,Unscored
2845,01/02/2019 16:54:00,01/02/2019 16:54:10,255,Unscored
2846,01/02/2019 16:54:10,01/02/2019 16:54:20,255,Unscored
2847,01/02/2019 16:54:20,01/02/2019 16:54:30,255,Unscored
2848,01/02/2019 16:54:30,01/02/2019 16:54:40,255,Unscored
2849,01/02/2019 16:54:40,01/02/2019 16:54:50,1,Wake
2850,01/02/2019 16:54:50,01/02/2019 16:55:00,1,Wake
2851,01/02/2019 16:55:00,01/02/2019 16:55:10,1,Wake
2852,01/02/2019 16:55:10,01/02/2019 16:55:20,1,Wake
2853,01/02/2019 16:55:20,01/02/2019 16:55:30,1,Wake
2854,01/02/2019 16:55:30,01/02/2019 16:55:40,1,Wake
2855,01/02/2019 16:55:40,01/02/2019 16:55:50,1,Wake
