Epoch #,Start Time,End Time,Score #, Score
1604,01/02/2019 13:27:10,01/02/2019 13:27:20,2,Non REM
1605,01/02/2019 13:27:20,01/02/2019 13:27:30,130,Non REM X
1606,01/02/2019 13:27:30,01/02/2019 13:27:40,2,Non REM
1607,01/02/2019 13:27:40,01/02/2019 13:27:50,2,Non REM
1608,01/02/2019 13:27:50,01/02/2019 13:28:00,1,Wake
1609,01/02/2019 13:28:00,01/02/2019 13:28:10,1,Wake
1610,01/02/2019 13:28:10,01/02/2019 13:28:20,1,Wake
1611,01/02/2019 13:28:20,01/02/2019 13:28:30,2,Non REM
1612,01/02/2019 13:28:30,01/02/2019 13:28:40,2,Non REM
1613,01/02/2019 13:28:40,01/02/2019 13:28:50,2,Non REM
1614,01/02/2019 13:28:50,01/02/2019 13:29:00,2,Non REM
1615,01/02/2019 13:29:00,01/02/2019 13:29:10,2,Non REM
1616,01/02/2019 13:29:10,01/02/2019 13:29:20,2,Non REM
1617,01/02/2019 13:29:20,01/02/2019 13:29:30,2,Non REM
1618,01/02/2019 13:29:30,01/02/2019 13:29:40,2,Non REM
1619,01/02/2019 13:29:40,01/02/2019 13:29:50,2,Non REM
1620,01/02/2019 13:29:50,01/02/2019 13:30:00,2,Non REM
1621,01/02/2019 13:30:00,01/02/2019 13:30:10,2,Non REM
1622,01/02/2019 13:30:10,01/02/2019 13:30:20,1,Wake
1623,01/02/2019 13:30:20,01/02/2019 13:30:30,2,Non REM
1624,01/02/2019 13:30:30,01/02/2019 13:30:40,2,Non REM
1625,01/02/2019 13:30:40,01/02/2019 13:30:50,2,Non REM
1626,01/02/2019 13:30:50,01/02/2019 13:31:00,2,Non REM
1627,01/02/2019 13:31:00,01/02/2019 13:31:10,2,Non REM
1628,01/02/2019 13:31:10,01/02/2019 13:31:20,2,Non REM
1629,01/02/2019 13:31:20,01/02/2019 13:31:30,2,Non REM
1630,01/02/2019 13:31:30,01/02/2019 13:31:40,2,Non REM
1631,01/02/2019 13:31:40,01/02/2019 13:31:50,130,Non REM X
1632,01/02/2019 13:31:50,01/02/2019 13:32:00,2,Non REM
1633,01/02/2019 13:32:00,01/02/2019 13:32:10,2,Non REM
1634,01/02/2019 13:32:10,01/02/2019 13:32:20,2,Non REM
1635,01/02/2019 13:32:20,01/02/2019 13:32:30,2,Non REM
1636,01/02/2019 13:32:30,01/02/2019 13:32:40,130,Non REM X
1637,01/02/2019 13:32:40,01/02/2019 13:32:50,1,Wake
1638,01/02/2019 13:32:50,01/02/2019 13:33:00,1,Wake
1639,01/02/2019 13:33:00,01/02/2019 13:33:10,1,Wake
1640,01/02/2019 13:33:10,01/02/2019 13:33:20,1,Wake
1641,01/02/2019 13:33:20,01/02/2019 13:33:30,1,Wake
1642,01/02/2019 13:33:30,01/02/2019 13:33:40,1,Wake
1643,01/02/2019 13:33:40,01/02/2019 13:33:50,2,Non REM
1644,01/02/2019 13:33:50,01/02/2019 13:34:00,2,Non REM
1645,01/02/2019 13:34:00,01/02/2019 13:34:10,2,Non REM
1646,01/02/2019 13:34:10,01/02/2019 13:34:20,2,Non REM
1647,01/02/2019 13:34:20,01/02/2019 13:34:30,2,Non REM
1648,01/02/2019 13:34:30,01/02/2019 13:34:40,130,Non REM X
1649,01/02/2019 13:34:40,01/02/2019 13:34:50,2,Non REM
1650,01/02/2019 13:34:50,01/02/2019 13:35:00,2,Non REM
1651,01/02/2019 13:35:00,01/02/2019 13:35:10,2,Non REM
1652,01/02/2019 13:35:10,01/02/2019 13:35:20,2,Non REM
1653,01/02/2019 13:35:20,01/02/2019 13:35:30,2,Non REM
1654,01/02/2019 13:35:30,01/02/2019 13:35:40,2,Non REM
1655,01/02/2019 13:35:40,01/02/2019 13:35:50,2,Non REM
1656,01/02/2019 13:35:50,01/02/2019 13:36:00,2,Non REM
1657,01/02/2019 13:36:00,01/02/2019 13:36:10,2,Non REM
1658,01/02/2019 13:36:10,01/02/2019 13:36:20,130,Non REM X
1659,01/02/2019 13:36:20,01/02/2019 13:36:30,2,Non REM
1660,01/02/2019 13:36:30,01/02/2019 13:36:40,2,Non REM
1661,01/02/2019 13:36:40,01/02/2019 13:36:50,2,Non REM
1662,01/02/2019 13:36:50,01/02/2019 13:37:00,2,Non REM
1663,01/02/2019 13:37:00,01/02/2019 13:37:10,2,Non REM
1664,01/02/2019 13:37:10,01/02/2019 13:37:20,2,Non REM
1665,01/02/2019 13:37:20,01/02/2019 13:37:30,2,Non REM
1666,01/02/2019 13:37:30,01/02/2019 13:37:40,2,Non REM
1667,01/02/2019 13:37:40,01/02/2019 13:37:50,2,Non REM
1668,01/02/2019 13:37:50,01/02/2019 13:38:00,130,Non REM X
1669,01/02/2019 13:38:00,01/02/2019 13:38:10,2,Non REM
1670,01/02/2019 13:38:10,01/02/2019 13:38:20,2,Non REM
1671,01/02/2019 13:38:20,01/02/2019 13:38:30,2,Non REM
1672,01/02/2019 13:38:30,01/02/2019 13:38:40,2,Non REM
1673,01/02/2019 13:38:40,01/02/2019 13:38:50,2,Non REM
1674,01/02/2019 13:38:50,01/02/2019 13:39:00,2,Non REM
1675,01/02/2019 13:39:00,01/02/2019 13:39:10,3,REM
1676,01/02/2019 13:39:10,01/02/2019 13:39:20,3,REM
1677,01/02/2019 13:39:20,01/02/2019 13:39:30,1,Wake
1678,01/02/2019 13:39:30,01/02/2019 13:39:40,2,Non REM
1679,01/02/2019 13:39:40,01/02/2019 13:39:50,2,Non REM
1680,01/02/2019 13:39:50,01/02/2019 13:40:00,2,Non REM
1681,01/02/2019 13:40:00,01/02/2019 13:40:10,2,Non REM
1682,01/02/2019 13:40:10,01/02/2019 13:40:20,2,Non REM
1683,01/02/2019 13:40:20,01/02/2019 13:40:30,2,Non REM
1684,01/02/2019 13:40:30,01/02/2019 13:40:40,2,Non REM
1685,01/02/2019 13:40:40,01/02/2019 13:40:50,2,Non REM
1686,01/02/2019 13:40:50,01/02/2019 13:41:00,2,Non REM
1687,01/02/2019 13:41:00,01/02/2019 13:41:10,2,Non REM
1688,01/02/2019 13:41:10,01/02/2019 13:41:20,2,Non REM
1689,01/02/2019 13:41:20,01/02/2019 13:41:30,2,Non REM
1690,01/02/2019 13:41:30,01/02/2019 13:41:40,3,REM
1691,01/02/2019 13:41:40,01/02/2019 13:41:50,3,REM
1692,01/02/2019 13:41:50,01/02/2019 13:42:00,3,REM
1693,01/02/2019 13:42:00,01/02/2019 13:42:10,3,REM
1694,01/02/2019 13:42:10,01/02/2019 13:42:20,3,REM
1695,01/02/2019 13:42:20,01/02/2019 13:42:30,1,Wake
1696,01/02/2019 13:42:30,01/02/2019 13:42:40,1,Wake
1697,01/02/2019 13:42:40,01/02/2019 13:42:50,2,Non REM
1698,01/02/2019 13:42:50,01/02/2019 13:43:00,2,Non REM
1699,01/02/2019 13:43:00,01/02/2019 13:43:10,2,Non REM
1700,01/02/2019 13:43:10,01/02/2019 13:43:20,130,Non REM X
1701,01/02/2019 13:43:20,01/02/2019 13:43:30,2,Non REM
1702,01/02/2019 13:43:30,01/02/2019 13:43:40,2,Non REM
1703,01/02/2019 13:43:40,01/02/2019 13:43:50,2,Non REM
1704,01/02/2019 13:43:50,01/02/2019 13:44:00,2,Non REM
1705,01/02/2019 13:44:00,01/02/2019 13:44:10,2,Non REM
1706,01/02/2019 13:44:10,01/02/2019 13:44:20,2,Non REM
1707,01/02/2019 13:44:20,01/02/2019 13:44:30,2,Non REM
1708,01/02/2019 13:44:30,01/02/2019 13:44:40,2,Non REM
1709,01/02/2019 13:44:40,01/02/2019 13:44:50,2,Non REM
1710,01/02/2019 13:44:50,01/02/2019 13:45:00,2,Non REM
1711,01/02/2019 13:45:00,01/02/2019 13:45:10,3,REM
1712,01/02/2019 13:45:10,01/02/2019 13:45:20,3,REM
1713,01/02/2019 13:45:20,01/02/2019 13:45:30,3,REM
1714,01/02/2019 13:45:30,01/02/2019 13:45:40,3,REM
1715,01/02/2019 13:45:40,01/02/2019 13:45:50,3,REM
1716,01/02/2019 13:45:50,01/02/2019 13:46:00,3,REM
1717,01/02/2019 13:46:00,01/02/2019 13:46:10,3,REM
1718,01/02/2019 13:46:10,01/02/2019 13:46:20,3,REM
1719,01/02/2019 13:46:20,01/02/2019 13:46:30,3,REM
1720,01/02/2019 13:46:30,01/02/2019 13:46:40,3,REM
1721,01/02/2019 13:46:40,01/02/2019 13:46:50,1,Wake
1722,01/02/2019 13:46:50,01/02/2019 13:47:00,2,Non REM
1723,01/02/2019 13:47:00,01/02/2019 13:47:10,2,Non REM
1724,01/02/2019 13:47:10,01/02/2019 13:47:20,2,Non REM
1725,01/02/2019 13:47:20,01/02/2019 13:47:30,2,Non REM
1726,01/02/2019 13:47:30,01/02/2019 13:47:40,130,Non REM X
1727,01/02/2019 13:47:40,01/02/2019 13:47:50,2,Non REM
1728,01/02/2019 13:47:50,01/02/2019 13:48:00,2,Non REM
1729,01/02/2019 13:48:00,01/02/2019 13:48:10,2,Non REM
1730,01/02/2019 13:48:10,01/02/2019 13:48:20,130,Non REM X
1731,01/02/2019 13:48:20,01/02/2019 13:48:30,2,Non REM
1732,01/02/2019 13:48:30,01/02/2019 13:48:40,2,Non REM
1733,01/02/2019 13:48:40,01/02/2019 13:48:50,2,Non REM
1734,01/02/2019 13:48:50,01/02/2019 13:49:00,2,Non REM
1735,01/02/2019 13:49:00,01/02/2019 13:49:10,2,Non REM
1736,01/02/2019 13:49:10,01/02/2019 13:49:20,2,Non REM
1737,01/02/2019 13:49:20,01/02/2019 13:49:30,2,Non REM
1738,01/02/2019 13:49:30,01/02/2019 13:49:40,2,Non REM
1739,01/02/2019 13:49:40,01/02/2019 13:49:50,2,Non REM
1740,01/02/2019 13:49:50,01/02/2019 13:50:00,2,Non REM
1741,01/02/2019 13:50:00,01/02/2019 13:50:10,2,Non REM
1742,01/02/2019 13:50:10,01/02/2019 13:50:20,2,Non REM
1743,01/02/2019 13:50:20,01/02/2019 13:50:30,2,Non REM
1744,01/02/2019 13:50:30,01/02/2019 13:50:40,2,Non REM
1745,01/02/2019 13:50:40,01/02/2019 13:50:50,2,Non REM
1746,01/02/2019 13:50:50,01/02/2019 13:51:00,2,Non REM
1747,01/02/2019 13:51:00,01/02/2019 13:51:10,2,Non REM
1748,01/02/2019 13:51:10,01/02/2019 13:51:20,2,Non REM
1749,01/02/2019 13:51:20,01/02/2019 13:51:30,130,Non REM X
1750,01/02/2019 13:51:30,01/02/2019 13:51:40,2,Non REM
1751,01/02/2019 13:51:40,01/02/2019 13:51:50,2,Non REM
1752,01/02/2019 13:51:50,01/02/2019 13:52:00,2,Non REM
1753,01/02/2019 13:52:00,01/02/2019 13:52:10,2,Non REM
1754,01/02/2019 13:52:10,01/02/2019 13:52:20,2,Non REM
1755,01/02/2019 13:52:20,01/02/2019 13:52:30,2,Non REM
1756,01/02/2019 13:52:30,01/02/2019 13:52:40,2,Non REM
1757,01/02/2019 13:52:40,01/02/2019 13:52:50,2,Non REM
1758,01/02/2019 13:52:50,01/02/2019 13:53:00,2,Non REM
1759,01/02/2019 13:53:00,01/02/2019 13:53:10,2,Non REM
1760,01/02/2019 13:53:10,01/02/2019 13:53:20,2,Non REM
1761,01/02/2019 13:53:20,01/02/2019 13:53:30,2,Non REM
1762,01/02/2019 13:53:30,01/02/2019 13:53:40,2,Non REM
1763,01/02/2019 13:53:40,01/02/2019 13:53:50,2,Non REM
1764,01/02/2019 13:53:50,01/02/2019 13:54:00,2,Non REM
1765,01/02/2019 13:54:00,01/02/2019 13:54:10,2,Non REM
1766,01/02/2019 13:54:10,01/02/2019 13:54:20,2,Non REM
1767,01/02/2019 13:54:20,01/02/2019 13:54:30,130,Non REM X
1768,01/02/2019 13:54:30,01/02/2019 13:54:40,1,Wake
1769,01/02/2019 13:54:40,01/02/2019 13:54:50,1,Wake
1770,01/02/2019 13:54:50,01/02/2019 13:55:00,1,Wake
1771,01/02/2019 13:55:00,01/02/2019 13:55:10,1,Wake
1772,01/02/2019 13:55:10,01/02/2019 13:55:20,2,Non REM
1773,01/02/2019 13:55:20,01/02/2019 13:55:30,2,Non REM
1774,01/02/2019 13:55:30,01/02/2019 13:55:40,2,Non REM
1775,01/02/2019 13:55:40,01/02/2019 13:55:50,2,Non REM
1776,01/02/2019 13:55:50,01/02/2019 13:56:00,2,Non REM
1777,01/02/2019 13:56:00,01/02/2019 13:56:10,2,Non REM
1778,01/02/2019 13:56:10,01/02/2019 13:56:20,2,Non REM
1779,01/02/2019 13:56:20,01/02/2019 13:56:30,130,Non REM X
1780,01/02/2019 13:56:30,01/02/2019 13:56:40,2,Non REM
1781,01/02/2019 13:56:40,01/02/2019 13:56:50,2,Non REM
1782,01/02/2019 13:56:50,01/02/2019 13:57:00,2,Non REM
1783,01/02/2019 13:57:00,01/02/2019 13:57:10,2,Non REM
1784,01/02/2019 13:57:10,01/02/2019 13:57:20,2,Non REM
1785,01/02/2019 13:57:20,01/02/2019 13:57:30,2,Non REM
1786,01/02/2019 13:57:30,01/02/2019 13:57:40,2,Non REM
1787,01/02/2019 13:57:40,01/02/2019 13:57:50,2,Non REM
1788,01/02/2019 13:57:50,01/02/2019 13:58:00,2,Non REM
1789,01/02/2019 13:58:00,01/02/2019 13:58:10,2,Non REM
1790,01/02/2019 13:58:10,01/02/2019 13:58:20,2,Non REM
1791,01/02/2019 13:58:20,01/02/2019 13:58:30,2,Non REM
1792,01/02/2019 13:58:30,01/02/2019 13:58:40,2,Non REM
1793,01/02/2019 13:58:40,01/02/2019 13:58:50,2,Non REM
1794,01/02/2019 13:58:50,01/02/2019 13:59:00,2,Non REM
1795,01/02/2019 13:59:00,01/02/2019 13:59:10,130,Non REM X
1796,01/02/2019 13:59:10,01/02/2019 13:59:20,2,Non REM
1797,01/02/2019 13:59:20,01/02/2019 13:59:30,2,Non REM
1798,01/02/2019 13:59:30,01/02/2019 13:59:40,2,Non REM
1799,01/02/2019 13:59:40,01/02/2019 13:59:50,2,Non REM
1800,01/02/2019 13:59:50,01/02/2019 14:00:00,2,Non REM
1801,01/02/2019 14:00:00,01/02/2019 14:00:10,2,Non REM
1802,01/02/2019 14:00:10,01/02/2019 14:00:20,2,Non REM
1803,01/02/2019 14:00:20,01/02/2019 14:00:30,2,Non REM
1804,01/02/2019 14:00:30,01/02/2019 14:00:40,1,Wake
1805,01/02/2019 14:00:40,01/02/2019 14:00:50,2,Non REM
1806,01/02/2019 14:00:50,01/02/2019 14:01:00,2,Non REM
1807,01/02/2019 14:01:00,01/02/2019 14:01:10,2,Non REM
1808,01/02/2019 14:01:10,01/02/2019 14:01:20,2,Non REM
1809,01/02/2019 14:01:20,01/02/2019 14:01:30,2,Non REM
1810,01/02/2019 14:01:30,01/02/2019 14:01:40,2,Non REM
1811,01/02/2019 14:01:40,01/02/2019 14:01:50,2,Non REM
1812,01/02/2019 14:01:50,01/02/2019 14:02:00,2,Non REM
1813,01/02/2019 14:02:00,01/02/2019 14:02:10,2,Non REM
1814,01/02/2019 14:02:10,01/02/2019 14:02:20,2,Non REM
1815,01/02/2019 14:02:20,01/02/2019 14:02:30,3,REM
1816,01/02/2019 14:02:30,01/02/2019 14:02:40,3,REM
1817,01/02/2019 14:02:40,01/02/2019 14:02:50,3,REM
1818,01/02/2019 14:02:50,01/02/2019 14:03:00,3,REM
1819,01/02/2019 14:03:00,01/02/2019 14:03:10,3,REM
1820,01/02/2019 14:03:10,01/02/2019 14:03:20,3,REM
1821,01/02/2019 14:03:20,01/02/2019 14:03:30,3,REM
1822,01/02/2019 14:03:30,01/02/2019 14:03:40,3,REM
1823,01/02/2019 14:03:40,01/02/2019 14:03:50,1,Wake
1824,01/02/2019 14:03:50,01/02/2019 14:04:00,1,Wake
1825,01/02/2019 14:04:00,01/02/2019 14:04:10,2,Non REM
1826,01/02/2019 14:04:10,01/02/2019 14:04:20,2,Non REM
1827,01/02/2019 14:04:20,01/02/2019 14:04:30,2,Non REM
1828,01/02/2019 14:04:30,01/02/2019 14:04:40,130,Non REM X
1829,01/02/2019 14:04:40,01/02/2019 14:04:50,2,Non REM
1830,01/02/2019 14:04:50,01/02/2019 14:05:00,2,Non REM
1831,01/02/2019 14:05:00,01/02/2019 14:05:10,130,Non REM X
1832,01/02/2019 14:05:10,01/02/2019 14:05:20,130,Non REM X
1833,01/02/2019 14:05:20,01/02/2019 14:05:30,2,Non REM
1834,01/02/2019 14:05:30,01/02/2019 14:05:40,130,Non REM X
1835,01/02/2019 14:05:40,01/02/2019 14:05:50,2,Non REM
1836,01/02/2019 14:05:50,01/02/2019 14:06:00,2,Non REM
1837,01/02/2019 14:06:00,01/02/2019 14:06:10,2,Non REM
1838,01/02/2019 14:06:10,01/02/2019 14:06:20,2,Non REM
1839,01/02/2019 14:06:20,01/02/2019 14:06:30,2,Non REM
1840,01/02/2019 14:06:30,01/02/2019 14:06:40,2,Non REM
1841,01/02/2019 14:06:40,01/02/2019 14:06:50,130,Non REM X
1842,01/02/2019 14:06:50,01/02/2019 14:07:00,2,Non REM
1843,01/02/2019 14:07:00,01/02/2019 14:07:10,2,Non REM
1844,01/02/2019 14:07:10,01/02/2019 14:07:20,2,Non REM
1845,01/02/2019 14:07:20,01/02/2019 14:07:30,2,Non REM
1846,01/02/2019 14:07:30,01/02/2019 14:07:40,2,Non REM
1847,01/02/2019 14:07:40,01/02/2019 14:07:50,2,Non REM
1848,01/02/2019 14:07:50,01/02/2019 14:08:00,130,Non REM X
1849,01/02/2019 14:08:00,01/02/2019 14:08:10,2,Non REM
1850,01/02/2019 14:08:10,01/02/2019 14:08:20,2,Non REM
1851,01/02/2019 14:08:20,01/02/2019 14:08:30,130,Non REM X
1852,01/02/2019 14:08:30,01/02/2019 14:08:40,2,Non REM
1853,01/02/2019 14:08:40,01/02/2019 14:08:50,2,Non REM
1854,01/02/2019 14:08:50,01/02/2019 14:09:00,2,Non REM
1855,01/02/2019 14:09:00,01/02/2019 14:09:10,2,Non REM
1856,01/02/2019 14:09:10,01/02/2019 14:09:20,2,Non REM
1857,01/02/2019 14:09:20,01/02/2019 14:09:30,2,Non REM
1858,01/02/2019 14:09:30,01/02/2019 14:09:40,2,Non REM
1859,01/02/2019 14:09:40,01/02/2019 14:09:50,2,Non REM
1860,01/02/2019 14:09:50,01/02/2019 14:10:00,2,Non REM
1861,01/02/2019 14:10:00,01/02/2019 14:10:10,2,Non REM
1862,01/02/2019 14:10:10,01/02/2019 14:10:20,2,Non REM
1863,01/02/2019 14:10:20,01/02/2019 14:10:30,2,Non REM
1864,01/02/2019 14:10:30,01/02/2019 14:10:40,130,Non REM X
1865,01/02/2019 14:10:40,01/02/2019 14:10:50,2,Non REM
1866,01/02/2019 14:10:50,01/02/2019 14:11:00,2,Non REM
1867,01/02/2019 14:11:00,01/02/2019 14:11:10,2,Non REM
1868,01/02/2019 14:11:10,01/02/2019 14:11:20,2,Non REM
1869,01/02/2019 14:11:20,01/02/2019 14:11:30,2,Non REM
1870,01/02/2019 14:11:30,01/02/2019 14:11:40,2,Non REM
1871,01/02/2019 14:11:40,01/02/2019 14:11:50,2,Non REM
1872,01/02/2019 14:11:50,01/02/2019 14:12:00,2,Non REM
1873,01/02/2019 14:12:00,01/02/2019 14:12:10,2,Non REM
1874,01/02/2019 14:12:10,01/02/2019 14:12:20,2,Non REM
1875,01/02/2019 14:12:20,01/02/2019 14:12:30,3,REM
1876,01/02/2019 14:12:30,01/02/2019 14:12:40,3,REM
1877,01/02/2019 14:12:40,01/02/2019 14:12:50,3,REM
1878,01/02/2019 14:12:50,01/02/2019 14:13:00,3,REM
1879,01/02/2019 14:13:00,01/02/2019 14:13:10,3,REM
1880,01/02/2019 14:13:10,01/02/2019 14:13:20,3,REM
1881,01/02/2019 14:13:20,01/02/2019 14:13:30,3,REM
1882,01/02/2019 14:13:30,01/02/2019 14:13:40,2,Non REM
1883,01/02/2019 14:13:40,01/02/2019 14:13:50,2,Non REM
1884,01/02/2019 14:13:50,01/02/2019 14:14:00,2,Non REM
1885,01/02/2019 14:14:00,01/02/2019 14:14:10,2,Non REM
1886,01/02/2019 14:14:10,01/02/2019 14:14:20,2,Non REM
1887,01/02/2019 14:14:20,01/02/2019 14:14:30,2,Non REM
1888,01/02/2019 14:14:30,01/02/2019 14:14:40,1,Wake
1889,01/02/2019 14:14:40,01/02/2019 14:14:50,2,Non REM
1890,01/02/2019 14:14:50,01/02/2019 14:15:00,2,Non REM
1891,01/02/2019 14:15:00,01/02/2019 14:15:10,2,Non REM
1892,01/02/2019 14:15:10,01/02/2019 14:15:20,2,Non REM
1893,01/02/2019 14:15:20,01/02/2019 14:15:30,2,Non REM
1894,01/02/2019 14:15:30,01/02/2019 14:15:40,130,Non REM X
1895,01/02/2019 14:15:40,01/02/2019 14:15:50,2,Non REM
1896,01/02/2019 14:15:50,01/02/2019 14:16:00,2,Non REM
1897,01/02/2019 14:16:00,01/02/2019 14:16:10,2,Non REM
1898,01/02/2019 14:16:10,01/02/2019 14:16:20,2,Non REM
1899,01/02/2019 14:16:20,01/02/2019 14:16:30,2,Non REM
1900,01/02/2019 14:16:30,01/02/2019 14:16:40,3,REM
1901,01/02/2019 14:16:40,01/02/2019 14:16:50,3,REM
1902,01/02/2019 14:16:50,01/02/2019 14:17:00,3,REM
1903,01/02/2019 14:17:00,01/02/2019 14:17:10,3,REM
1904,01/02/2019 14:17:10,01/02/2019 14:17:20,3,REM
1905,01/02/2019 14:17:20,01/02/2019 14:17:30,3,REM
1906,01/02/2019 14:17:30,01/02/2019 14:17:40,3,REM
1907,01/02/2019 14:17:40,01/02/2019 14:17:50,3,REM
1908,01/02/2019 14:17:50,01/02/2019 14:18:00,3,REM
1909,01/02/2019 14:18:00,01/02/2019 14:18:10,3,REM
1910,01/02/2019 14:18:10,01/02/2019 14:18:20,3,REM
1911,01/02/2019 14:18:20,01/02/2019 14:18:30,3,REM
1912,01/02/2019 14:18:30,01/02/2019 14:18:40,3,REM
1913,01/02/2019 14:18:40,01/02/2019 14:18:50,3,REM
1914,01/02/2019 14:18:50,01/02/2019 14:19:00,1,Wake
1915,01/02/2019 14:19:00,01/02/2019 14:19:10,2,Non REM
1916,01/02/2019 14:19:10,01/02/2019 14:19:20,2,Non REM
1917,01/02/2019 14:19:20,01/02/2019 14:19:30,2,Non REM
1918,01/02/2019 14:19:30,01/02/2019 14:19:40,1,Wake
1919,01/02/2019 14:19:40,01/02/2019 14:19:50,2,Non REM
1920,01/02/2019 14:19:50,01/02/2019 14:20:00,2,Non REM
1921,01/02/2019 14:20:00,01/02/2019 14:20:10,2,Non REM
1922,01/02/2019 14:20:10,01/02/2019 14:20:20,2,Non REM
1923,01/02/2019 14:20:20,01/02/2019 14:20:30,2,Non REM
1924,01/02/2019 14:20:30,01/02/2019 14:20:40,130,Non REM X
1925,01/02/2019 14:20:40,01/02/2019 14:20:50,2,Non REM
1926,01/02/2019 14:20:50,01/02/2019 14:21:00,2,Non REM
1927,01/02/2019 14:21:00,01/02/2019 14:21:10,2,Non REM
1928,01/02/2019 14:21:10,01/02/2019 14:21:20,130,Non REM X
1929,01/02/2019 14:21:20,01/02/2019 14:21:30,2,Non REM
1930,01/02/2019 14:21:30,01/02/2019 14:21:40,2,Non REM
1931,01/02/2019 14:21:40,01/02/2019 14:21:50,2,Non REM
1932,01/02/2019 14:21:50,01/02/2019 14:22:00,2,Non REM
1933,01/02/2019 14:22:00,01/02/2019 14:22:10,2,Non REM
1934,01/02/2019 14:22:10,01/02/2019 14:22:20,2,Non REM
1935,01/02/2019 14:22:20,01/02/2019 14:22:30,2,Non REM
1936,01/02/2019 14:22:30,01/02/2019 14:22:40,2,Non REM
1937,01/02/2019 14:22:40,01/02/2019 14:22:50,2,Non REM
1938,01/02/2019 14:22:50,01/02/2019 14:23:00,2,Non REM
1939,01/02/2019 14:23:00,01/02/2019 14:23:10,2,Non REM
1940,01/02/2019 14:23:10,01/02/2019 14:23:20,2,Non REM
1941,01/02/2019 14:23:20,01/02/2019 14:23:30,2,Non REM
1942,01/02/2019 14:23:30,01/02/2019 14:23:40,130,Non REM X
1943,01/02/2019 14:23:40,01/02/2019 14:23:50,2,Non REM
1944,01/02/2019 14:23:50,01/02/2019 14:24:00,2,Non REM
1945,01/02/2019 14:24:00,01/02/2019 14:24:10,2,Non REM
1946,01/02/2019 14:24:10,01/02/2019 14:24:20,2,Non REM
1947,01/02/2019 14:24:20,01/02/2019 14:24:30,2,Non REM
1948,01/02/2019 14:24:30,01/02/2019 14:24:40,2,Non REM
1949,01/02/2019 14:24:40,01/02/2019 14:24:50,2,Non REM
1950,01/02/2019 14:24:50,01/02/2019 14:25:00,2,Non REM
1951,01/02/2019 14:25:00,01/02/2019 14:25:10,2,Non REM
1952,01/02/2019 14:25:10,01/02/2019 14:25:20,2,Non REM
1953,01/02/2019 14:25:20,01/02/2019 14:25:30,2,Non REM
1954,01/02/2019 14:25:30,01/02/2019 14:25:40,2,Non REM
1955,01/02/2019 14:25:40,01/02/2019 14:25:50,2,Non REM
1956,01/02/2019 14:25:50,01/02/2019 14:26:00,2,Non REM
1957,01/02/2019 14:26:00,01/02/2019 14:26:10,1,Wake
1958,01/02/2019 14:26:10,01/02/2019 14:26:20,1,Wake
1959,01/02/2019 14:26:20,01/02/2019 14:26:30,1,Wake
1960,01/02/2019 14:26:30,01/02/2019 14:26:40,1,Wake
1961,01/02/2019 14:26:40,01/02/2019 14:26:50,1,Wake
1962,01/02/2019 14:26:50,01/02/2019 14:27:00,1,Wake
1963,01/02/2019 14:27:00,01/02/2019 14:27:10,1,Wake
1964,01/02/2019 14:27:10,01/02/2019 14:27:20,1,Wake
1965,01/02/2019 14:27:20,01/02/2019 14:27:30,1,Wake
1966,01/02/2019 14:27:30,01/02/2019 14:27:40,1,Wake
1967,01/02/2019 14:27:40,01/02/2019 14:27:50,1,Wake
1968,01/02/2019 14:27:50,01/02/2019 14:28:00,1,Wake
1969,01/02/2019 14:28:00,01/02/2019 14:28:10,1,Wake
1970,01/02/2019 14:28:10,01/02/2019 14:28:20,1,Wake
1971,01/02/2019 14:28:20,01/02/2019 14:28:30,1,Wake
1972,01/02/2019 14:28:30,01/02/2019 14:28:40,1,Wake
1973,01/02/2019 14:28:40,01/02/2019 14:28:50,1,Wake
1974,01/02/2019 14:28:50,01/02/2019 14:29:00,1,Wake
1975,01/02/2019 14:29:00,01/02/2019 14:29:10,1,Wake
1976,01/02/2019 14:29:10,01/02/2019 14:29:20,1,Wake
1977,01/02/2019 14:29:20,01/02/2019 14:29:30,1,Wake
1978,01/02/2019 14:29:30,01/02/2019 14:29:40,1,Wake
1979,01/02/2019 14:29:40,01/02/2019 14:29:50,1,Wake
1980,01/02/2019 14:29:50,01/02/2019 14:30:00,1,Wake
1981,01/02/2019 14:30:00,01/02/2019 14:30:10,1,Wake
1982,01/02/2019 14:30:10,01/02/2019 14:30:20,1,Wake
1983,01/02/2019 14:30:20,01/02/2019 14:30:30,1,Wake
1984,01/02/2019 14:30:30,01/02/2019 14:30:40,1,Wake
1985,01/02/2019 14:30:40,01/02/2019 14:30:50,1,Wake
1986,01/02/2019 14:30:50,01/02/2019 14:31:00,1,Wake
1987,01/02/2019 14:31:00,01/02/2019 14:31:10,1,Wake
1988,01/02/2019 14:31:10,01/02/2019 14:31:20,1,Wake
1989,01/02/2019 14:31:20,01/02/2019 14:31:30,1,Wake
1990,01/02/2019 14:31:30,01/02/2019 14:31:40,1,Wake
1991,01/02/2019 14:31:40,01/02/2019 14:31:50,1,Wake
1992,01/02/2019 14:31:50,01/02/2019 14:32:00,1,Wake
1993,01/02/2019 14:32:00,01/02/2019 14:32:10,1,Wake
1994,01/02/2019 14:32:10,01/02/2019 14:32:20,1,Wake
